Full Name                bats  throws  weight  height
Zac Grotz                R     R       195     74    
Lefty Grove              L     L       190     75    
Michael Grove            R     R       200     75    
Orval Grove              R     R       196     75    
Jarrett Grube            R     R       220     76    
Ken Grundt               L     L       195     76    
Al Grunwald              L     L       210     76    
Kevin Gryboski           R     R       220     77    
Robert Gsellman          R     R       200     76    
Mayckol Guaipe           R     R       235     76    
Cecilio Guante           R     R       200     75    
Creighton Gubanich       R     R       200     75    
Mark Gubicza             R     R       215     78    
Reymin Guduan            L     L       205     76    
Deolis Guerra            R     R       245     77    
Javy Guerra              R     R       215     73    
Alex Guerrero            R     R       220     73    
Gabriel Guerrero         R     R       215     75    
Tayron Guerrero          R     R       225     80    
Vladimir Guerrero        R     R       235     75    
Vladimir Guerrero        R     R       245     74    
Matt Guerrier            R     R       195     75    
Taylor Guerrieri         R     R       225     75    
Lee Guetterman           L     L       225     80    
Carlos Guillen           B     R       215     73    
Preston Guilmet          R     R       200     74    
Ben Guintini             R     R       190     73    
Mike Gulan               R     R       192     73    
Bill Gullickson          R     R       200     75    
Billy Gumbert            R     R       200     73    
